CBSA,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016
12940,"Baton Rouge, LA",Metropolitan Statistical Area,802484,802500,804311,808397,813756,819507,825155,829741,835175,1811,4086,5359,5751,5648,4586,5434,2569,10938,10877,11098,11270,11223,11167,1421,6158,6225,6786,6828,6977,7038,1148,4780,4652,4312,4442,4246,4129,307,1178,1166,1085,1224,1284,1259,351,-1891,-445,323,164,-1094,279,658,-713,721,1408,1388,190,1538,5,19,-14,31,-182,150,-233
12980,"Battle Creek, MI",Metropolitan Statistical Area,136146,136148,136025,135245,134777,134869,134976,134447,134386,-123,-780,-468,92,107,-529,-61,407,1661,1618,1684,1699,1648,1638,451,1466,1450,1457,1455,1371,1405,-44,195,168,227,244,277,233,44,151,252,253,273,281,281,-122,-1111,-892,-430,-374,-1013,-510,-78,-960,-640,-177,-101,-732,-229,-1,-15,4,42,-36,-74,-65
13020,"Bay City, MI",Metropolitan Statistical Area,107771,107771,107688,107498,107091,106910,106232,105557,104747,-83,-190,-407,-181,-678,-675,-810,298,1153,1070,1030,1087,1005,1011,309,1156,1188,1133,1144,1210,1168,-11,-3,-118,-103,-57,-205,-157,5,57,45,42,49,50,49,-75,-252,-337,-131,-620,-541,-629,-70,-195,-292,-89,-571,-491,-580,-2,8,3,11,-50,21,-73
13060,"Bay City, TX",Micropolitan Statistical Area,36702,36702,36704,36701,36560,36513,36497,36840,37187,2,-3,-141,-47,-16,343,347,121,548,523,483,544,566,556,100,340,331,385,373,354,390,21,208,192,98,171,212,166,1,0,4,7,20,22,22,-20,-192,-341,-143,-204,141,178,-19,-192,-337,-136,-184,163,200,0,-19,4,-9,-3,-32,-19
13100,"Beatrice, NE",Micropolitan Statistical Area,22311,22311,22296,21953,21745,21818,21666,21863,21799,-15,-343,-208,73,-152,197,-64,62,230,232,262,253,212,233,94,286,269,287,267,260,268,-32,-56,-37,-25,-14,-48,-35,0,-1,0,0,0,0,0,21,-279,-175,81,-132,225,-12,21,-280,-175,81,-132,225,-12,-4,-7,4,17,-6,20,-17
13140,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,403190,403194,403704,405226,403668,405225,405407,408261,409968,510,1522,-1558,1557,182,2854,1707,1343,5231,5297,5514,5529,5809,5704,839,3898,3887,4114,4246,4148,4223,504,1333,1410,1400,1283,1661,1481,121,454,450,508,602,623,615,-93,-126,-3480,-350,-1666,631,-282,28,328,-3030,158,-1064,1254,333,-22,-139,62,-1,-37,-61,-107
13180,"Beaver Dam, WI",Micropolitan Statistical Area,88759,88761,88661,88728,88570,88359,88587,88434,88068,-100,67,-158,-211,228,-153,-366,225,861,819,847,857,816,805,207,904,822,895,821,954,905,18,-43,-3,-48,36,-138,-100,9,43,39,29,38,42,43,-110,-83,-185,-171,185,-137,-314,-101,-40,-146,-142,223,-95,-271,-17,150,-9,-21,-31,80,5
13220,"Beckley, WV",Metropolitan Statistical Area,124898,124901,124900,125203,125140,124414,123480,122255,120924,-1,303,-63,-726,-934,-1225,-1331,373,1547,1541,1532,1447,1332,1326,420,1627,1626,1737,1578,1691,1761,-47,-80,-85,-205,-131,-359,-435,24,87,86,64,72,75,74,38,321,-56,-594,-801,-931,-928,62,408,30,-530,-729,-856,-854,-16,-25,-8,9,-74,-10,-42
13260,"Bedford, IN",Micropolitan Statistical Area,46134,46129,46124,46086,46032,45835,45611,45485,45518,-5,-38,-54,-197,-224,-126,33,116,479,472,495,454,495,474,147,501,553,549,568,572,535,-31,-22,-81,-54,-114,-77,-61,4,29,19,24,26,28,28,26,-22,12,-181,-116,-73,78,30,7,31,-157,-90,-45,106,-4,-23,-4,14,-20,-4,-12
13300,"Beeville, TX",Micropolitan Statistical Area,31861,31861,31883,32318,32448,32773,32884,32673,32750,22,435,130,325,111,-211,77,86,338,381,385,387,424,406,97,248,241,202,280,247,230,-11,90,140,183,107,177,176,2,16,13,23,26,30,34,33,331,-16,141,-14,-381,-129,35,347,-3,164,12,-351,-95,-2,-2,-7,-22,-8,-37,-4
13340,"Bellefontaine, OH",Micropolitan Statistical Area,45858,45854,45765,45606,45444,45453,45532,45348,45165,-89,-159,-162,9,79,-184,-183,123,581,515,554,560,522,515,149,449,434,467,480,521,508,-26,132,81,87,80,1,7,1,8,12,12,16,15,15,-64,-290,-259,-114,13,-207,-189,-63,-282,-247,-102,29,-192,-174,0,-9,4,24,-30,7,-16
13380,"Bellingham, WA",Metropolitan Statistical Area,201140,201140,201586,203482,205008,206348,208325,212164,216800,446,1896,1526,1340,1977,3839,4636,608,2285,2261,2290,2221,2326,2371,356,1429,1476,1602,1539,1520,1580,252,856,785,688,682,806,791,86,347,318,344,389,409,397,128,726,437,324,932,2500,3305,214,1073,755,668,1321,2909,3702,-20,-33,-14,-16,-26,124,143
13420,"Bemidji, MN",Micropolitan Statistical Area,44442,44442,44581,45111,45226,45545,45667,45674,46106,139,530,115,319,122,7,432,183,725,707,740,690,639,658,68,433,381,439,385,432,426,115,292,326,301,305,207,232,11,28,26,41,48,50,48,14,190,-237,-7,-211,-280,137,25,218,-211,34,-163,-230,185,-1,20,0,-16,-20,30,15
13460,"Bend-Redmond, OR",Metropolitan Statistical Area,157733,157733,157839,159775,161765,165859,170193,174942,181307,106,1936,1990,4094,4334,4749,6365,426,1709,1666,1697,1753,1812,1853,371,1217,1312,1333,1342,1409,1455,55,492,354,364,411,403,398,5,-43,-37,-18,1,5,3,82,1357,1712,3947,3600,4259,5695,87,1314,1675,3929,3601,4264,5698,-36,130,-39,-199,322,82,269
13500,"Bennettsville, SC",Micropolitan Statistical Area,28933,28933,28896,28477,28159,27958,27909,27541,26945,-37,-419,-318,-201,-49,-368,-596,77,285,306,304,318,313,310,51,303,318,372,350,325,305,26,-18,-12,-68,-32,-12,5,1,9,8,17,19,20,19,-59,-426,-320,-127,-21,-389,-629,-58,-417,-312,-110,-2,-369,-610,-5,16,6,-23,-15,13,9
13540,"Bennington, VT",Micropolitan Statistical Area,37125,37125,37107,36851,36704,36741,36476,36404,36191,-18,-256,-147,37,-265,-72,-213,101,314,327,351,340,337,344,123,436,416,419,434,399,429,-22,-122,-89,-68,-94,-62,-85,4,16,18,30,31,33,32,2,-132,-80,49,-194,-28,-125,6,-116,-62,79,-163,5,-93,-2,-18,4,26,-8,-15,-35
13620,"Berlin, NH-VT",Micropolitan Statistical Area,39361,39358,39280,38817,38224,38169,38902,38450,38215,-78,-463,-593,-55,733,-452,-235,100,317,271,305,321,307,297,102,488,444,465,520,487,483,-2,-171,-173,-160,-199,-180,-186,5,11,9,3,3,3,3,-80,-294,-437,110,915,-247,-27,-75,-283,-428,113,918,-244,-24,-1,-9,8,-8,14,-28,-25
13660,"Big Rapids, MI",Micropolitan Statistical Area,42798,42798,42843,43445,43515,43265,43204,43092,43221,45,602,70,-250,-61,-112,129,115,411,429,445,418,426,417,81,364,370,392,393,359,355,34,47,59,53,25,67,62,10,55,51,61,70,72,71,6,512,-37,-363,-144,-247,-14,16,567,14,-302,-74,-175,57,-5,-12,-3,-1,-12,-4,10
13700,"Big Spring, TX",Micropolitan Statistical Area,36238,36238,36241,36222,36749,37439,37814,38535,38022,3,-19,527,690,375,721,-513,110,418,441,464,509,508,527,120,398,366,386,429,369,372,-10,20,75,78,80,139,155,11,81,50,60,81,90,91,7,-129,396,567,178,512,-756,18,-48,446,627,259,602,-665,-5,9,6,-15,36,-20,-3
13720,"Big Stone Gap, VA",Micropolitan Statistical Area,61313,61319,61455,61203,60612,60149,59244,58715,58060,136,-252,-591,-463,-905,-529,-655,187,678,643,703,635,589,583,177,720,747,783,745,723,688,10,-42,-104,-80,-110,-134,-105,5,17,18,22,26,28,28,115,-262,-512,-391,-804,-382,-574,120,-245,-494,-369,-778,-354,-546,6,35,7,-14,-17,-41,-4
13740,"Billings, MT",Metropolitan Statistical Area,158934,158934,159358,160768,162853,165155,166739,168164,169728,424,1410,2085,2302,1584,1425,1564,519,2086,2103,2053,2064,2120,2096,393,1470,1444,1559,1447,1521,1547,126,616,659,494,617,599,549,12,49,77,35,45,46,44,283,741,1340,1682,987,760,958,295,790,1417,1717,1032,806,1002,3,4,9,91,-65,20,13
13780,"Binghamton, NY",Metropolitan Statistical Area,251725,251737,251469,250404,249219,248498,247462,245879,244094,-268,-1065,-1185,-721,-1036,-1583,-1785,628,2527,2574,2552,2646,2623,2600,556,2575,2483,2541,2526,2543,2606,72,-48,91,11,120,80,-6,113,488,536,543,580,604,592,-449,-1409,-1833,-1208,-1677,-2277,-2259,-336,-921,-1297,-665,-1097,-1673,-1667,-4,-96,21,-67,-59,10,-112
13820,"Birmingham-Hoover, AL",Metropolitan Statistical Area,1128047,1128056,1128937,1130857,1133917,1138578,1141775,1144857,1147417,881,1920,3060,4661,3197,3082,2560,3584,14798,14791,14483,14285,14614,14413,2643,11218,11187,11701,11328,11694,12010,941,3580,3604,2782,2957,2920,2403,294,1146,785,793,951,1027,1001,-377,-2780,-1295,1110,-334,-865,-581,-83,-1634,-510,1903,617,162,420,23,-26,-34,-24,-377,0,-263
13900,"Bismarck, ND",Metropolitan Statistical Area,114778,114778,115277,117384,120254,124035,126754,129717,131635,499,2107,2870,3781,2719,2963,1918,428,1593,1714,1745,1889,2034,2039,273,964,962,982,988,1052,1079,155,629,752,763,901,982,960,5,21,35,32,39,42,39,332,1325,2052,2942,1725,1870,876,337,1346,2087,2974,1764,1912,915,7,132,31,44,54,69,43
13940,"Blackfoot, ID",Micropolitan Statistical Area,45607,45607,45767,45911,45526,45412,45191,44976,45201,160,144,-385,-114,-221,-215,225,223,745,745,773,698,720,695,60,322,338,309,351,340,345,163,423,407,464,347,380,350,1,-17,-5,-2,1,3,3,-3,-249,-803,-569,-563,-560,-109,-2,-266,-808,-571,-562,-557,-106,-1,-13,16,-7,-6,-38,-19
13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,178237,178257,178523,178893,179560,180875,181429,181701,182876,266,370,667,1315,554,272,1175,438,1613,1686,1738,1653,1691,1688,272,1478,1469,1575,1538,1450,1475,166,135,217,163,115,241,213,151,643,712,722,801,829,814,-38,-432,-259,464,-297,-747,217,113,211,453,1186,504,82,1031,-13,24,-3,-34,-65,-51,-69
14010,"Bloomington, IL",Metropolitan Statistical Area,186133,186133,186445,187336,189057,191162,190086,188933,188644,312,891,1721,2105,-1076,-1153,-289,571,2333,2276,2388,2229,2161,2135,344,1284,1201,1354,1305,1363,1415,227,1049,1075,1034,924,798,720,130,535,541,569,610,630,620,-37,-621,118,501,-2649,-2573,-1566,93,-86,659,1070,-2039,-1943,-946,-8,-72,-13,1,39,-8,-63
14020,"Bloomington, IN",Metropolitan Statistical Area,159549,159542,160140,161712,162673,163110,164466,165066,166336,598,1572,961,437,1356,600,1270,441,1466,1535,1498,1524,1529,1513,307,1069,1058,1152,1039,1114,1132,134,397,477,346,485,415,381,191,810,911,913,1006,1039,1021,261,391,-408,-872,-88,-844,-88,452,1201,503,41,918,195,933,12,-26,-19,50,-47,-10,-44
14100,"Bloomsburg-Berwick, PA",Metropolitan Statistical Area,85562,85563,85671,85289,85342,85463,85366,84944,84763,108,-382,53,121,-97,-422,-181,230,832,835,826,807,843,820,183,878,899,869,910,935,931,47,-46,-64,-43,-103,-92,-111,22,131,99,71,78,81,81,41,-500,28,87,-38,-473,-112,63,-369,127,158,40,-392,-31,-2,33,-10,6,-34,62,-39
14140,"Bluefield, WV-VA",Micropolitan Statistical Area,107342,107345,107456,107142,106624,105922,105075,103977,102618,111,-314,-518,-702,-847,-1098,-1359,312,1204,1227,1190,1166,1163,1130,327,1581,1585,1566,1477,1481,1552,-15,-377,-358,-376,-311,-318,-422,11,41,27,26,30,32,32,119,56,-177,-352,-515,-865,-916,130,97,-150,-326,-485,-833,-884,-4,-34,-10,0,-51,53,-53
14180,"Blytheville, AR",Micropolitan Statistical Area,46480,46480,46390,46036,45531,44687,44243,43699,42835,-90,-354,-505,-844,-444,-544,-864,174,636,670,592,672,656,649,106,511,508,500,481,489,518,68,125,162,92,191,167,131,7,15,6,13,15,17,17,-164,-485,-675,-926,-660,-659,-1051,-157,-470,-669,-913,-645,-642,-1034,-1,-9,2,-23,10,-69,39
14220,"Bogalusa, LA",Micropolitan Statistical Area,47168,47171,47098,47130,46641,46319,46242,46322,46310,-73,32,-489,-322,-77,80,-12,126,578,547,531,600,619,602,83,549,558,557,587,615,609,43,29,-11,-26,13,4,-7,1,-2,-10,-14,-12,-13,-13,-113,30,-472,-259,-62,54,27,-112,28,-482,-273,-74,41,14,-4,-25,4,-23,-16,35,-19
14260,"Boise City, ID",Metropolitan Statistical Area,616561,616561,618025,627610,637527,649653,664024,675777,691423,1464,9585,9917,12126,14371,11753,15646,2204,8645,8414,8520,8479,8822,8753,810,4117,4115,4350,4345,4516,4596,1394,4528,4299,4170,4134,4306,4157,199,632,756,686,780,853,807,-88,3985,4905,7632,8769,6530,9950,111,4617,5661,8318,9549,7383,10757,-41,440,-43,-362,688,64,732
14300,"Bonham, TX",Micropolitan Statistical Area,33915,33910,33908,33922,33695,33655,33762,33640,34031,-2,14,-227,-40,107,-122,391,88,360,302,352,318,338,327,79,404,410,408,379,422,439,9,-44,-108,-56,-61,-84,-112,-1,9,11,16,18,21,21,-4,30,-128,2,138,-29,451,-5,39,-117,18,156,-8,472,-6,19,-2,-2,12,-30,31
14340,"Boone, IA",Micropolitan Statistical Area,26306,26306,26278,26337,26228,26359,26367,26571,26532,-28,59,-109,131,8,204,-39,75,317,305,321,272,287,279,85,289,289,307,294,279,304,-10,28,16,14,-22,8,-25,1,1,0,-1,-1,0,0,-18,11,-126,136,43,176,1,-17,12,-126,135,42,176,1,-1,19,1,-18,-12,20,-15
14380,"Boone, NC",Micropolitan Statistical Area,51079,51079,50987,51583,52062,52311,52407,53024,53922,-92,596,479,249,96,617,898,76,361,361,342,353,355,367,97,362,314,320,301,340,355,-21,-1,47,22,52,15,12,3,16,28,26,31,33,32,-73,575,393,247,41,589,847,-70,591,421,273,72,622,879,-1,6,11,-46,-28,-20,7
14420,"Borger, TX",Micropolitan Statistical Area,22150,22249,22203,21985,21960,21844,21840,21755,21511,-46,-218,-25,-116,-4,-85,-244,63,285,312,301,317,297,294,49,237,224,260,231,259,234,14,48,88,41,86,38,60,1,17,15,18,19,20,19,-61,-312,-125,-140,-104,-127,-317,-60,-295,-110,-122,-85,-107,-298,0,29,-3,-35,-5,-16,-6
14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,4552402,4552595,4565907,4608410,4652011,4696293,4734711,4766755,4794447,13312,42503,43601,44282,38418,32044,27692,13283,52010,51147,51822,51581,51987,51964,7979,34821,33656,34934,35150,36515,37646,5304,17189,17491,16888,16431,15472,14318,5986,26689,27282,27936,30814,32005,31489,2009,247,-691,312,-7294,-14308,-16758,7995,26936,26591,28248,23520,17697,14731,13,-1622,-481,-854,-1533,-1125,-1357
14500,"Boulder, CO",Metropolitan Statistical Area,294567,294571,295983,300597,305350,310287,313204,318738,322226,1412,4614,4753,4937,2917,5534,3488,767,2995,2963,2958,2941,2838,2911,346,1506,1576,1671,1702,1782,1860,421,1489,1387,1287,1239,1056,1051,194,775,740,748,844,892,876,752,2322,2616,2913,866,3408,1572,946,3097,3356,3661,1710,4300,2448,45,28,10,-11,-32,178,-11
14540,"Bowling Green, KY",Metropolitan Statistical Area,158599,158599,159155,160761,162207,164114,165942,168620,171122,556,1606,1446,1907,1828,2678,2502,497,1971,1990,2075,2057,2164,2146,213,1407,1401,1470,1401,1395,1434,284,564,589,605,656,769,712,95,476,496,492,544,563,559,176,557,367,786,666,1319,1212,271,1033,863,1278,1210,1882,1771,1,9,-6,24,-38,27,19
14580,"Bozeman, MT",Micropolitan Statistical Area,89513,89513,89631,91353,92595,94637,97322,100736,104502,118,1722,1242,2042,2685,3414,3766,290,1040,1102,1119,1207,1152,1224,148,517,495,537,494,521,544,142,523,607,582,713,631,680,32,95,83,101,109,112,108,-50,1047,546,1353,1771,2622,2886,-18,1142,629,1454,1880,2734,2994,-6,57,6,6,92,49,92
14620,"Bradford, PA",Micropolitan Statistical Area,43450,43450,43361,43187,43234,42844,42670,42416,41883,-89,-174,47,-390,-174,-254,-533,115,439,428,422,413,382,403,157,527,516,529,539,500,519,-42,-88,-88,-107,-126,-118,-116,1,17,16,18,21,21,20,-49,-115,121,-281,-48,-127,-410,-48,-98,137,-263,-27,-106,-390,1,12,-2,-20,-21,-30,-27
14660,"Brainerd, MN",Micropolitan Statistical Area,91067,91067,91276,91058,91291,91624,91805,92119,92933,209,-218,233,333,181,314,814,303,1047,1092,1043,1069,1066,1062,211,885,935,997,945,951,957,92,162,157,46,124,115,105,8,28,52,42,49,49,49,118,-368,43,200,39,185,681,126,-340,95,242,88,234,730,-9,-40,-19,45,-31,-35,-21
14700,"Branson, MO",Micropolitan Statistical Area,83877,83882,83990,84498,84558,84629,85045,85235,85782,108,508,60,71,416,190,547,231,851,885,857,893,885,883,176,820,832,946,967,937,897,55,31,53,-89,-74,-52,-14,40,80,62,35,44,49,49,50,370,-42,164,409,264,581,90,450,20,199,453,313,630,-37,27,-13,-39,37,-71,-69
14720,"Breckenridge, CO",Micropolitan Statistical Area,27994,27994,28065,27972,28223,28653,29205,29892,30374,71,-93,251,430,552,687,482,64,307,309,249,267,270,295,3,54,56,54,69,45,60,61,253,253,195,198,225,235,35,144,123,56,63,66,67,-21,-517,-116,196,288,445,141,14,-373,7,252,351,511,208,-4,27,-9,-17,3,-49,39
14740,"Bremerton-Silverdale, WA",Metropolitan Statistical Area,251133,251137,251735,254451,254729,253114,254272,260514,264811,598,2716,278,-1615,1158,6242,4297,766,2961,3026,2874,2933,3134,3240,505,2034,1919,2016,2084,2197,2295,261,927,1107,858,849,937,945,129,202,614,382,353,471,314,214,1575,-1465,-3046,-62,4631,2873,343,1777,-851,-2664,291,5102,3187,-6,12,22,191,18,203,165
14780,"Brenham, TX",Micropolitan Statistical Area,33718,33700,33718,33970,33939,34224,34495,35005,35056,18,252,-31,285,271,510,51,102,436,380,408,406,413,416,109,374,381,373,368,381,378,-7,62,-1,35,38,32,38,7,41,63,71,81,86,85,23,147,-96,149,142,372,-117,30,188,-33,220,223,458,-32,-5,2,3,30,10,20,45
14820,"Brevard, NC",Micropolitan Statistical Area,33090,33090,33066,32799,32820,32827,32979,33202,33482,-24,-267,21,7,152,223,280,59,280,256,234,292,293,285,83,416,368,424,388,374,383,-24,-136,-112,-190,-96,-81,-98,5,9,8,6,6,7,6,2,-114,126,191,248,266,397,7,-105,134,197,254,273,403,-7,-26,-1,0,-6,31,-25
14860,"Bridgeport-Stamford-Norwalk, CT",Metropolitan Statistical Area,916829,916846,919750,928890,934931,940621,943686,944674,944177,2904,9140,6041,5690,3065,988,-497,2721,10409,10194,10049,10064,10129,10050,1513,6477,6324,6637,6542,6705,6800,1208,3932,3870,3412,3522,3424,3250,1230,5727,5091,5001,5606,5853,5785,491,-186,-2774,-2018,-6272,-7425,-9787,1721,5541,2317,2983,-666,-1572,-4002,-25,-333,-146,-705,209,-864,255
15020,"Brookhaven, MS",Micropolitan Statistical Area,34869,34869,34878,34856,34835,34733,34763,34601,34523,9,-22,-21,-102,30,-162,-78,106,437,488,470,468,453,460,66,404,394,417,418,384,399,40,33,94,53,50,69,61,4,11,6,6,6,6,6,-31,-63,-117,-176,-22,-208,-130,-27,-52,-111,-170,-16,-202,-124,-4,-3,-4,15,-4,-29,-15
15060,"Brookings, OR",Micropolitan Statistical Area,22364,22364,22371,22453,22237,22240,22236,22396,22713,7,82,-216,3,-4,160,317,51,179,190,176,180,147,151,78,343,350,370,386,366,355,-27,-164,-160,-194,-206,-219,-204,2,-6,-11,-13,-13,-13,-13,32,267,-43,203,187,342,522,34,261,-54,190,174,329,509,0,-15,-2,7,28,50,12
15100,"Brookings, SD",Micropolitan Statistical Area,31965,31965,32017,32128,32700,33084,33357,33897,34135,52,111,572,384,273,540,238,94,368,393,411,426,442,434,53,185,205,197,198,186,195,41,183,188,214,228,256,239,11,96,107,120,137,143,140,2,-162,271,44,-88,141,-140,13,-66,378,164,49,284,0,-2,-6,6,6,-4,0,-1
15140,"Brownsville, TN",Micropolitan Statistical Area,18787,18807,18787,18568,18281,18256,18226,18028,17853,-20,-219,-287,-25,-30,-198,-175,65,219,216,236,238,200,194,22,188,199,190,182,182,220,43,31,17,46,56,18,-26,0,3,1,6,7,7,7,-58,-279,-309,-83,-87,-224,-154,-58,-276,-308,-77,-80,-217,-147,-5,26,4,6,-6,1,-2
15180,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,406220,406219,407629,412937,415445,417260,419191,419893,422135,1410,5308,2508,1815,1931,702,2242,1817,7813,7360,7367,7356,7221,7147,599,2324,2364,2454,2602,2643,2712,1218,5489,4996,4913,4754,4578,4435,50,480,247,420,607,684,703,143,-465,-2790,-3728,-3459,-4807,-2943,193,15,-2543,-3308,-2852,-4123,-2240,-1,-196,55,210,29,247,47
15220,"Brownwood, TX",Micropolitan Statistical Area,38106,38106,38116,38026,37852,37853,37719,37981,38271,10,-90,-174,1,-134,262,290,109,431,417,407,448,400,421,159,473,460,503,496,460,477,-50,-42,-43,-96,-48,-60,-56,4,21,19,28,29,30,31,65,-55,-150,42,-114,249,346,69,-34,-131,70,-85,279,377,-9,-14,0,27,-1,43,-31
15260,"Brunswick, GA",Metropolitan Statistical Area,112370,112368,112540,113031,113407,113872,114750,116022,116784,172,491,376,465,878,1272,762,335,1345,1272,1369,1311,1321,1307,250,1082,1018,1141,1103,1158,1192,85,263,254,228,208,163,115,25,126,133,133,166,173,173,70,88,-15,69,446,934,436,95,214,118,202,612,1107,609,-8,14,4,35,58,2,38
15340,"Bucyrus, OH",Micropolitan Statistical Area,43784,43785,43770,43303,42828,42744,42441,42330,42083,-15,-467,-475,-84,-303,-111,-247,117,511,455,458,473,496,491,96,492,545,521,555,515,471,21,19,-90,-63,-82,-19,20,0,4,6,6,5,4,3,-38,-475,-399,-18,-214,-57,-280,-38,-471,-393,-12,-209,-53,-277,2,-15,8,-9,-12,-39,10
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Metropolitan Statistical Area,1135509,1135617,1135709,1135817,1135633,1136417,1137186,1135479,1132804,92,108,-184,784,769,-1707,-2675,3097,11937,11978,12226,12172,12313,12241,2852,12117,11686,12174,12091,12119,12167,245,-180,292,52,81,194,74,657,3002,3278,3264,3647,3759,3684,-731,-2111,-3709,-2175,-2188,-5388,-5789,-74,891,-431,1089,1459,-1629,-2105,-79,-603,-45,-357,-771,-272,-644
15420,"Burley, ID",Micropolitan Statistical Area,43021,43021,43175,43364,43404,43660,43791,43884,44120,154,189,40,256,131,93,236,202,708,737,713,706,678,685,97,377,375,374,360,345,352,105,331,362,339,346,333,333,4,63,33,26,39,49,51,46,-215,-359,-88,-261,-261,-139,50,-152,-326,-62,-222,-212,-88,-1,10,4,-21,7,-28,-9
15460,"Burlington, IA-IL",Micropolitan Statistical Area,47656,47653,47589,47312,47314,47394,47128,46956,46608,-64,-277,2,80,-266,-172,-348,135,538,512,541,540,543,541,165,543,531,568,531,548,520,-30,-5,-19,-27,9,-5,21,2,15,21,25,31,31,31,-30,-256,-3,69,-296,-218,-368,-28,-241,18,94,-265,-187,-337,-6,-31,3,13,-10,20,-32
15500,"Burlington, NC",Metropolitan Statistical Area,151131,151144,151486,152847,153659,154622,156036,157857,159688,342,1361,812,963,1414,1821,1831,479,1763,1705,1800,1727,1801,1788,389,1456,1496,1589,1549,1642,1638,90,307,209,211,178,159,150,37,173,135,149,181,188,193,216,893,496,508,1006,1386,1455,253,1066,631,657,1187,1574,1648,-1,-12,-28,95,49,88,33
15540,"Burlington-South Burlington, VT",Metropolitan Statistical Area,211261,211262,211554,212890,214006,215223,216537,217273,217365,292,1336,1116,1217,1314,736,92,575,2145,2240,2211,2273,2279,2282,325,1402,1461,1486,1512,1543,1547,250,743,779,725,761,736,735,67,441,507,598,653,699,671,-9,180,-150,-129,-45,-702,-1437,58,621,357,469,608,-3,-766,-16,-28,-20,23,-55,3,123
